0	2151	1
0	3272	-1
0	3816	1
0	3885	1
0	4778	-1
0	4926	1
0	4939	1
1	3400	1
1	3857	1
1	4067	1
1	4574	1
1	4942	1
1	4958	1
1	4965	-1
2	578	1
2	2886	-1
2	3681	1
2	4125	1
2	4592	1
2	4893	-1
2	4976	1
3	1677	1
3	2107	-1
3	4408	1
3	4453	-1
3	4847	-1
3	4927	1
4	2394	-1
4	2461	-1
4	3933	-1
4	4897	1
4	4946	1
4	4948	1
4	4954	1
5	79	1
5	2456	1
5	3342	1
5	4698	1
5	4846	1
5	4852	1
5	4878	-1
6	3378	-1
6	4868	-1
6	4921	1
6	4924	1
6	4955	-1
6	4981	1
7	2078	1
7	2517	1
7	4683	1
7	4823	1
7	4918	1
7	4962	1
7	4977	1
8	2080	1
8	3549	-1
8	3815	1
8	4733	1
8	4805	1
8	4957	1
8	4980	-1
9	1582	1
9	3861	1
9	4026	1
9	4681	1
9	4888	-1
9	4932	1
9	4984	1
9	4995	1
10	1930	1
10	4630	1
10	4802	1
10	4828	1
10	4896	-1
10	4910	1
10	4938	-1
11	2902	1
11	4041	1
11	4241	1
11	4818	1
11	4837	1
11	4936	1
11	4970	1
11	4990	1
12	3496	1
12	3886	1
12	4567	1
12	4658	1
12	4870	1
12	4915	-1
12	4931	-1
13	1156	-1
13	2354	-1
13	3227	1
13	3825	1
13	4680	1
13	4892	1
14	3663	1
14	4315	1
14	4437	1
14	4690	-1
14	4696	1
14	4932	-1
14	4966	1
14	4995	1
15	148	1
15	2370	1
15	3801	1
15	4138	1
15	4760	1
15	4993	1
16	3017	1
16	3296	1
16	4535	-1
16	4688	1
16	4837	1
16	4970	1
16	4990	1
17	212	1
17	4523	1
17	4755	1
17	4781	1
17	4877	1
17	4976	1
17	4987	1
18	143	1
18	3906	-1
18	4093	1
18	4398	1
18	4801	1
18	4973	1
18	4985	1
19	4074	1
19	4164	1
19	4462	-1
19	4879	1
19	4907	1
19	4985	1
20	1080	1
20	3924	1
20	4451	1
20	4643	1
20	4854	-1
20	4979	1
20	4997	1
20	4999	1
21	1996	1
21	2189	1
21	3787	-1
21	3860	1
21	4495	1
21	4843	1
21	4940	1
22	3483	1
22	3788	1
22	4400	1
22	4494	-1
22	4742	1
22	4915	1
23	2967	1
23	3451	1
23	3915	1
23	4200	-1
23	4950	1
23	4996	-1
24	271	1
24	391	1
24	1507	1
24	1865	-1
24	3007	1
24	4220	-1
25	2162	1
25	2494	1
25	3123	1
25	3385	1
25	4267	1
25	4475	1
25	4798	1
26	1424	-1
26	1898	-1
26	3891	1
26	3967	-1
26	4734	1
26	4753	1
26	4983	-1
27	1596	-1
27	3287	1
