0	17
1	33
2	21
3	11
4	15
5	1
6	34
7	4
8	9
9	24
10	14
11	27
12	17
13	1
14	24
15	34
16	27
17	21
18	13
19	13
20	30
21	35
22	25
23	20
24	13
25	31
26	22
27	34
28	12
29	13
30	8
31	17
32	14
33	8
34	5
35	19
36	32
37	28
38	11
39	32
40	19
41	11
42	26
43	16
44	7
45	33
46	5
47	26
48	5
49	35
50	20
51	11
52	7
53	2
54	6
55	3
56	19
57	6
58	20
59	13
60	4
61	33
62	22
63	23
64	15
65	35
66	6
67	28
68	24
69	20
70	22
71	34
72	8
73	2
74	21
75	34
76	35
77	15
78	15
79	1
80	27
81	33
82	35
83	19
84	24
85	31
86	8
87	17
88	19
89	34
90	5
91	35
92	4
93	7
94	29
95	19
96	17
97	13
98	15
99	22
100	16
101	21
102	25
103	2
104	27
105	35
106	13
107	28
108	27
109	15
110	11
111	7
112	25
113	18
114	3
115	9
116	25
117	28
118	24
119	31
120	28
121	14
122	4
123	12
124	17
125	27
126	2
127	5
128	30
129	12
130	21
131	7
132	16
133	14
134	13
135	17
136	23
137	15
138	11
139	32
140	3
141	10
142	23
143	13
144	28
145	11
146	30
147	8
148	34
149	15
150	2
151	18
152	2
153	16
154	29
155	15
156	26
157	30
158	2
159	19
160	16
161	31
162	12
163	14
164	1
165	14
166	2
167	1
168	33
169	16
170	26
171	15
172	15
173	28
174	17
175	27
176	12
177	11
178	31
179	24
180	22
181	5
182	22
183	10
184	4
185	4
186	33
187	18
188	13
189	19
190	5
191	5
192	24
193	9
194	16
195	33
196	14
197	32
198	2
199	2
200	26
201	34
202	27
203	30
204	34
205	6
206	29
207	35
208	3
209	31
210	11
211	34
212	21
213	32
214	31
215	12
216	3
217	34
218	11
219	10
220	17
221	24
222	29
223	34
224	22
225	30
226	2
227	9
228	23
229	17
230	2
231	24
232	18
233	13
234	30
235	15
236	33
237	29
238	11
239	23
240	3
241	20
242	17
243	32
244	10
245	30
246	28
247	6
248	5
249	29
250	13
251	29
252	17
253	13
254	15
255	28
256	27
257	9
258	9
259	5
260	26
261	23
262	25
263	32
264	10
265	16
266	5
267	4
268	34
269	12
270	33
271	13
272	28
273	32
274	12
275	15
276	22
277	23
278	24
279	12
280	5
281	2
282	9
283	15
284	29
285	23
286	8
287	34
288	14
289	4
290	22
291	20
292	1
293	5
294	6
295	11
296	34
297	9
298	19
299	34
300	13
301	1
302	3
303	28
304	26
305	1
306	16
307	31
308	23
309	12
310	24
311	32
312	7
313	15
314	3
315	23
316	32
317	23
318	18
319	18
320	13
321	19
322	30
323	26
324	7
325	34
326	23
327	24
328	26
329	14
330	5
331	23
332	23
333	32
334	3
335	29
336	34
337	28
338	2
339	13
340	15
341	3
342	31
343	8
344	28
345	16
346	8
347	26
348	31
349	20
350	20
351	35
352	22
353	15
354	31
355	13
356	5
357	17
358	8
359	1
360	7
361	26
362	4
363	10
364	32
365	1
366	2
367	22
368	7
369	22
370	30
371	12
372	2
373	32
374	35
375	5
376	1
377	31
378	12
379	14
380	21
381	4
382	33
383	10
384	9
385	17
386	17
387	7
388	21
389	15
390	9
391	13
392	24
393	17
394	21
395	12
396	13
397	3
398	19
399	24
400	18
401	1
402	20
403	1
404	19
405	20
406	23
407	7
408	15
409	18
410	24
411	18
412	1
413	15
414	8
415	12
416	26
417	18
418	19
419	34
420	23
421	8
422	35
423	22
424	20
425	17
426	13
427	3
428	8
429	4
430	6
431	7
432	16
433	11
434	24
435	26
436	29
437	30
438	30
439	19
440	31
441	24
442	1
443	27
444	26
445	19
446	34
447	27
448	31
449	15
450	27
451	20
452	8
453	18
454	29
455	22
456	20
457	33
458	13
459	9
460	4
461	17
462	18
463	29
464	25
465	34
466	26
467	19
468	33
469	6
470	5
471	11
472	32
473	6
474	3
475	27
476	31
477	4
478	15
479	6
480	35
481	4
482	9
483	31
484	12
485	24
486	15
487	4
488	32
489	26
490	15
491	14
492	17
493	10
494	4
495	2
496	15
497	9
498	14
499	3
500	18
501	20
502	23
503	26
504	25
505	20
506	9
507	13
508	18
509	7
510	11
511	2
512	8
513	20
514	9
515	9
516	31
517	31
518	10
519	18
520	25
521	12
522	21
523	1
524	13
525	29
526	23
527	8
528	34
529	1
530	24
531	24
532	27
533	13
534	15
535	10
536	17
537	9
538	28
539	19
540	15
541	17
542	25
543	9
544	25
545	10
546	14
547	1
548	20
549	21
550	12
551	35
552	16
553	4
554	2
555	28
556	12
557	30
558	11
559	22
560	1
561	11
562	16
563	15
564	11
565	14
566	5
567	14
568	33
569	26
570	16
571	15
572	11
573	25
574	11
575	26
576	24
577	28
578	21
579	10
580	1
581	10
582	3
583	19
584	16
585	35
586	16
587	26
588	24
589	19
590	7
591	23
592	34
593	16
594	29
595	24
596	26
597	17
598	19
599	21
600	23
601	34
602	26
603	23
604	13
605	30
606	19
607	31
608	18
609	17
610	3
611	1
612	7
613	11
614	35
615	28
616	21
617	2
618	15
619	17
620	21
621	20
622	31
623	33
