44	7567
3827	11350
2370	7961
6153	11744
2778	9383
6561	13166
715	8988
4498	12771
3111	7758
6894	11541
626	8408
4409	12191
355	10066
4138	13849
2112	9546
5895	13329
3149	10222
6932	14005
2113	8145
5896	11928
669	10786
4452	14569
13	7848
3796	11631
1226	8400
5009	12183
715	9563
4498	13346
48	7596
3831	11379
1034	8113
4817	11896
728	8253
4511	12036
644	11392
4427	7609
562	12131
4345	8348
1721	9299
5504	13082
765	8136
4548	11919
1505	8249
5288	12032
959	7715
4742	11498
1505	7706
5288	11489
574	8316
4357	12099
518	9265
4301	13048
1432	7603
5215	11386
1703	8744
5486	12527
1734	7612
5517	11395
239	7698
4022	11481
1099	7791
4882	11574
1564	9304
5347	13087
2528	9496
6311	13279
1698	9298
5481	13081
3128	8659
6911	12442
225	8256
4008	12039
1821	8254
5604	12037
562	8617
4345	12400
774	8094
4557	11877
671	7615
4454	11398
624	8254
4407	12037
318	9047
4101	12830
2408	8585
6191	12368
348	8155
4131	11938
584	8256
4367	12039
3495	8535
7278	12318
46	9347
3829	13130
535	9779
4318	13562
1131	8441
4914	12224
349	8309
4132	12092
92	8894
3875	12677
970	8083
4753	11866
757	8447
4540	12230
1446	9639
5229	13422
620	7947
4403	11730
715	13308
4498	9525
1940	10098
5723	13881
715	9534
4498	13317
359	9492
4142	13275
784	11357
4567	7574
812	8094
4595	11877
1491	14432
5274	10649
1124	8382
4907	12165
2889	8124
6672	11907
635	7636
4418	11419
1	7762
3784	11545
659	9497
4442	13280
584	11220
4367	15003
539	12429
4322	8646
1481	8604
5264	12387
1641	9186
5424	12969
690	8291
4473	12074
559	8159
4342	11942
824	10427
4607	14210
553	8684
4336	12467
1	7940
3784	11723
1145	8179
4928	11962
1103	8151
4886	11934
716	7750
4499	11533
1534	8153
5317	11936
617	10436
4400	14219
564	8153
4347	11936
1972	10348
5755	14131
2482	9047
6265	12830
776	7850
4559	11633
1973	8109
5756	11892
521	8728
4304	12511
3201	8974
6984	12757
1697	9265
5480	13048
540	12053
4323	8270
595	8566
4378	12349
524	7619
4307	11402
876	9670
4659	13453
682	9224
4465	13007
681	7649
4464	11432
831	8359
4614	12142
676	9047
4459	12830
3244	8200
7027	11983
1	7653
3784	11436
92	9723
3875	13506
46	7702
3829	11485
571	8107
4354	11890
521	8772
4304	12555
3252	10822
7035	14605
2685	7681
6468	11464
816	8422
4599	12205
769	7612
4552	11395
1120	10889
4903	14672
3024	8435
6807	12218
1	7953
3784	11736
2675	8471
6458	12254
2254	9906
6037	13689
1837	8860
5620	12643
3097	10657
6880	14440
185	7645
3968	11428
1683	9664
5466	13447
38	8203
3821	11986
553	8137
4336	11920
305	7889
4088	11672
713	7850
4496	11633
1307	7636
5090	11419
72	7863
3855	11646
540	14327
4323	10544
2553	10094
6336	13877
1931	8225
5714	12008
953	8281
4736	12064
760	7850
4543	11633
682	8632
4465	12415
349	9490
4132	13273
38	9245
3821	13028
83	10440
3866	14223
681	9241
4464	13024
273	7567
4056	11350
1736	9268
5519	13051
45	7567
3828	11350
579	9401
4362	13184
278	7567
4061	11350
43	8118
3826	11901
556	8131
4339	11914
2894	9704
6677	13487
1805	9372
5588	13155
1318	7695
5101	11478
271	9047
4054	12830
11	7573
3794	11356
1099	9417
4882	13200
2765	15128
6548	11345
743	8666
4526	12449
88	10309
3871	14092
1051	8685
4834	12468
62	8106
3845	11889
284	8587
4067	12370
686	8553
4469	12336
1395	8701
5178	12484
1360	10103
5143	13886
635	8772
4418	12555
185	7605
3968	11388
80	7615
3863	11398
1101	7705
4884	11488
2123	8309
5906	12092
149	8173
3932	11956
593	8506
4376	12289
1358	7609
5141	11392
305	7805
4088	11588
49	8091
3832	11874
871	8256
4654	12039
2291	9403
6074	13186
593	8132
4376	11915
139	8562
3922	12345
688	8522
4471	12305
1701	10157
5484	13940
556	8241
4339	12024
149	8470
3932	12253
842	8106
4625	11889
53	8090
3836	11873
1583	7605
5366	11388
115	7636
3898	11419
109	8018
3892	11801
579	8387
4362	12170
3511	10617
7294	14400
1230	9688
5013	13471
